GLOBAL_ID,y_true
0,1.0
1,5.0
2,0.0
3,0.0
4,5.0
5,5.0
6,0.0
7,4.0
8,3.0
9,3.0
10,4.0
11,2.0
12,5.0
13,2.0
14,1.0
15,0.0
16,3.0
17,4.0
18,4.0
19,2.0
20,1.0
21,1.0
22,2.0
23,3.0
24,1.0
25,0.0
26,5.0
27,1.0
28,4.0
29,0.0
30,5.0
31,0.0
32,4.0
33,4.0
34,2.0
35,4.0
36,1.0
37,3.0
38,5.0
39,1.0
40,1.0
41,1.0
42,4.0
43,3.0
44,3.0
45,0.0
46,2.0
47,4.0
48,2.0
49,3.0
50,5.0
51,2.0
52,3.0
53,4.0
54,1.0
55,5.0
56,0.0
57,3.0
58,5.0
59,5.0
60,4.0
61,1.0
62,1.0
63,2.0
64,2.0
65,5.0
66,3.0
67,0.0
68,5.0
69,4.0
70,4.0
71,2.0
72,4.0
73,3.0
74,4.0
75,1.0
76,5.0
77,4.0
78,1.0
79,3.0
80,3.0
81,5.0
82,5.0
83,1.0
84,3.0
85,0.0
86,5.0
87,0.0
88,4.0
89,1.0
90,5.0
91,3.0
92,1.0
93,4.0
94,5.0
95,4.0
96,4.0
97,2.0
98,4.0
99,5.0
100,1.0
101,0.0
102,0.0
103,4.0
104,5.0
105,0.0
106,5.0
107,3.0
108,0.0
109,4.0
110,5.0
111,4.0
112,3.0
113,2.0
114,0.0
115,1.0
116,0.0
117,4.0
118,0.0
119,5.0
120,4.0
121,0.0
122,2.0
123,1.0
124,0.0
125,1.0
126,2.0
127,2.0
128,0.0
129,3.0
130,2.0
131,1.0
132,4.0
133,1.0
134,3.0
135,4.0
136,1.0
137,5.0
138,0.0
139,3.0
140,1.0
141,3.0
142,0.0
143,4.0
144,2.0
145,4.0
146,0.0
147,1.0
148,3.0
149,3.0
150,4.0
151,2.0
152,1.0
153,1.0
154,2.0
155,1.0
156,4.0
157,3.0
158,5.0
159,3.0
160,5.0
161,0.0
162,3.0
163,3.0
164,3.0
165,3.0
166,5.0
167,3.0
168,0.0
169,5.0
170,0.0
171,5.0
172,3.0
173,0.0
174,0.0
175,5.0
176,1.0
177,5.0
178,2.0
179,1.0
180,3.0
181,5.0
182,3.0
183,5.0
184,2.0
185,4.0
186,3.0
187,3.0
188,4.0
189,2.0
190,2.0
191,0.0
192,3.0
193,4.0
194,4.0
195,2.0
196,2.0
197,3.0
198,2.0
199,0.0
200,3.0
201,0.0
202,0.0
203,5.0
204,3.0
205,1.0
206,3.0
207,0.0
208,4.0
209,4.0
210,4.0
211,4.0
212,5.0
213,2.0
214,5.0
215,2.0
216,5.0
217,5.0
218,2.0
219,5.0
220,1.0
221,4.0
222,0.0
223,4.0
224,5.0
225,3.0
226,5.0
227,3.0
228,5.0
229,3.0
230,0.0
231,1.0
232,0.0
233,2.0
234,1.0
235,2.0
236,4.0
237,2.0
238,5.0
239,0.0
240,2.0
241,5.0
242,0.0
243,4.0
244,5.0
245,5.0
246,3.0
247,3.0
248,3.0
249,2.0
250,0.0
251,2.0
252,3.0
253,2.0
254,2.0
255,4.0
256,5.0
257,5.0
258,5.0
259,4.0
